,Animal ID,Name,DateTime,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Month,Year
60852,A719873,Unknown,2016-04-02 17:14:00,2016-01-08,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White,Apr,2016
78306,A752443,Max,2017-06-26 22:50:00,2017-04-27,Adoption,Foster,Dog,Neutered Male,1 month,English Foxhound Mix,Black/White,Jun,2017
62200,A689410,Sasha,2014-11-02 13:22:00,2009-10-03,Adoption,Foster,Dog,Spayed Female,5 years,Pit Bull Mix,Tan/Black,Nov,2014
121258,A814502,Unknown,2020-03-05 16:43:00,2019-12-10,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby/White,Mar,2020
88871,A740515,Unknown,2016-12-22 18:21:00,2015-12-18,Adoption,Foster,Dog,Neutered Male,1 year,Dachshund/Chihuahua Shorthair,White/Black,Dec,2016
1571,A773841,Atlas,2018-06-07 16:07:00,2018-03-19,Adoption,Foster,Dog,Neutered Male,2 months,German Shepherd,Black/Brown,Jun,2018
103391,A823172,Unknown,2020-09-21 16:19:00,2020-06-02,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Black,Sep,2020
28744,A660781,Hank,2013-10-02 08:31:00,2013-06-24,Adoption,Foster,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black/White,Oct,2013
93759,A696397,Peanut,2015-02-08 18:16:00,2014-12-04,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,Brown Brindle,Feb,2015
44858,A809053,Kenya,2019-12-26 17:28:00,2019-09-25,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Cream Tabby/White,Dec,2019
105347,A700606,Unknown,2015-04-18 19:11:00,2015-01-29,Adoption,Foster,Dog,Neutered Male,2 months,Black Mouth Cur Mix,Brown/White,Apr,2015
117829,A704949,Marie,2015-08-09 17:06:00,2015-05-11,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby/White,Aug,2015
57125,A717155,Sadie,2017-07-20 16:52:00,2011-06-03,Adoption,Foster,Dog,Spayed Female,6 years,Australian Shepherd Mix,White/Tan,Jul,2017
6717,A686553,Smokey,2014-08-30 14:46:00,2013-08-23,Adoption,Foster,Dog,Neutered Male,1 year,Black/Tan Hound Mix,Tricolor,Aug,2014
80743,A847623,Lou,2022-01-10 16:35:00,2017-01-10,Adoption,Foster,Dog,Spayed Female,5 years,Pit Bull/Boxer,White/Black,Jan,2022
53664,A838399,Justice,2021-07-27 11:30:00,2018-07-07,Adoption,Foster,Dog,Spayed Female,3 years,Beagle Mix,Red/White,Jul,2021
27563,A718062,,2016-02-01 17:28:00,2014-12-20,Adoption,Foster,Dog,Spayed Female,1 year,Boxer Mix,Brown Brindle/White,Feb,2016
30101,A726685,Newman,2016-06-04 17:29:00,2014-05-13,Adoption,Foster,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Brown,Jun,2016
49603,A688264,Felina,2015-01-21 16:39:00,2013-09-17,Adoption,Foster,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black,Jan,2015
136820,A801575,Sansa,2019-08-21 18:35:00,2016-08-06,Adoption,Foster,Dog,Spayed Female,3 years,Pit Bull,White/Brown Brindle,Aug,2019
138154,A783700,Max,2019-08-20 18:36:00,2017-11-04,Adoption,Foster,Dog,Neutered Male,1 year,Labrador Retriever Mix,Chocolate/White,Aug,2019
39986,A666288,Magneto,2013-11-19 18:51:00,2011-10-29,Adoption,Foster,Dog,Spayed Female,2 years,Pug/Beagle,Black/White,Nov,2013
84800,A752878,Splashy,2017-07-17 11:11:00,2017-04-28,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Brown Tabby,Jul,2017
41850,A667452,Rain,2013-11-22 17:02:00,2010-11-18,Adoption,Foster,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,Tricolor,Nov,2013
89670,A734369,Lennette,2016-09-10 16:44:00,2016-03-05,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Shorthair Mix,White/Black,Sep,2016
118208,A775287,Cupcake,2018-07-06 16:43:00,2016-06-28,Adoption,Foster,Dog,Spayed Female,2 years,Border Collie Mix,Black/White,Jul,2018
122514,A814023,Unknown,2020-02-29 15:32:00,2019-12-23,Adoption,Foster,Dog,Neutered Male,2 months,Whippet/Chihuahua Shorthair,Tan/White,Feb,2020
60142,A833049,Maybelline,2021-05-28 14:15:00,2021-03-12,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie,May,2021
86760,A757966,RoscoeDean,2017-09-28 16:05:00,2012-09-09,Adoption,Foster,Dog,Neutered Male,5 years,Labrador Retriever/Pit Bull,Black/White,Sep,2017
153805,A883418,Vili,2023-07-14 16:48:00,2023-04-14,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby,Jul,2023
45776,A660458,Aztec,2013-10-15 19:03:00,2012-08-07,Adoption,Foster,Dog,Neutered Male,1 year,Border Collie/Anatol Shepherd,White/Brown,Oct,2013
7407,A704107,Bella,2015-06-07 18:47:00,2015-04-06,Adoption,Foster,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Black/White,Jun,2015
55932,A687923,Jester,2014-09-30 15:36:00,2013-09-12,Adoption,Foster,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue,Sep,2014
149051,A849692,Unknown,2022-01-18 16:46:00,2021-09-12,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair,Orange Tabby,Jan,2022
52444,A720931,Enee,2016-02-25 11:52:00,2015-02-18,Adoption,Foster,Dog,Spayed Female,1 year,Labrador Retriever/Anatol Shepherd,Brown/Tan,Feb,2016
95732,A684916,Domino,2014-08-28 14:05:00,2013-01-30,Adoption,Foster,Dog,Neutered Male,1 year,Pointer/Jack Russell Terrier,White/Black,Aug,2014
22019,A832659,Cali,2021-06-05 16:33:00,2020-04-17,Adoption,Foster,Dog,Spayed Female,1 year,Pit Bull/Plott Hound,White/Brown Brindle,Jun,2021
148443,A858916,GinnyWeasley,2022-08-24 15:25:00,2020-06-06,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair,Orange Tabby,Aug,2022
142297,A863206,Michi,2022-12-07 16:23:00,2022-07-06,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Blue Tabby,Dec,2022
66515,A881135,Unknown,2023-06-02 12:25:00,2023-04-02,Adoption,Foster,Cat,Intact Female,1 month,Domestic Shorthair,White/Cream Tabby,Jun,2023
131569,A847062,Chico,2021-12-14 15:51:00,2019-11-24,Adoption,Foster,Dog,Neutered Male,2 years,Chihuahua Shorthair,Tricolor,Dec,2021
97998,A873308,Claus,2023-02-04 15:59:00,2022-09-08,Adoption,Foster,Dog,Neutered Male,4 months,German Shepherd/Labrador Retriever,Brown/Black,Feb,2023
96288,A632028,Daisy,2015-11-25 11:53:00,2010-07-11,Adoption,Foster,Dog,Spayed Female,5 years,Great Pyrenees Mix,White,Nov,2015
65382,A729209,Josie,2016-09-13 12:47:00,2012-06-15,Adoption,Foster,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black,Sep,2016
37358,A746544,Mckinley,2017-05-29 18:45:00,2015-04-04,Adoption,Foster,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White,May,2017
42122,A850576,Percy,2022-02-05 13:06:00,2021-09-15,Adoption,Foster,Dog,Neutered Male,4 months,Australian Cattle Dog Mix,Blue Merle/White,Feb,2022
111979,A795499,Unknown,2019-07-20 12:51:00,2019-04-26,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue,Jul,2019
77064,A756358,Oakley,2017-08-19 12:18:00,2017-05-18,Adoption,Foster,Dog,Unknown,3 months,Labrador Retriever Mix,Red,Aug,2017
52662,A872679,Gus,2023-03-05 18:52:00,2022-12-31,Adoption,Foster,Dog,Neutered Male,2 months,Australian Cattle Dog/Catahoula,White,Mar,2023
57277,A763605,Raven,2019-04-22 12:51:00,2007-12-14,Adoption,Foster,Dog,Spayed Female,11 years,Labrador Retriever Mix,Black/Black,Apr,2019
15188,A704003,Unknown,2015-06-05 18:48:00,2013-05-31,Adoption,Foster,Dog,Neutered Male,2 years,Pembroke Welsh Corgi Mix,Tricolor,Jun,2015
64705,A863377,Augustine,2022-09-19 13:28:00,2022-06-09,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Blue,Sep,2022
77072,A803573,Thea,2019-12-03 10:40:00,2018-09-03,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Orange Tabby/White,Dec,2019
15607,A716035,Starbucks,2015-11-29 17:15:00,2015-07-29,Adoption,Foster,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby/White,Nov,2015
87315,A836383,JamesBaldwin,2021-10-02 12:40:00,2021-04-28,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Shorthair,Black/White,Oct,2021
151548,A847252,Fortuna,2022-01-19 16:49:00,2021-05-29,Adoption,Foster,Dog,Spayed Female,7 months,German Shepherd Mix,Sable/White,Jan,2022
117393,A752009,Sparrow,2017-06-24 17:39:00,2016-06-21,Adoption,Foster,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tricolor,Jun,2017
71847,A757482,Unknown,2017-11-26 18:24:00,2017-08-03,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White,Nov,2017
59954,A842337,Ivy,2021-09-21 17:45:00,2019-09-14,Adoption,Foster,Dog,Spayed Female,2 years,Cardigan Welsh Corgi Mix,Brown/White,Sep,2021
88617,A726475,Nathaniel,2016-07-07 15:51:00,2016-05-11,Adoption,Foster,Dog,Neutered Male,1 month,Catahoula/Plott Hound,Brown Brindle/White,Jul,2016
145833,A864989,Bateman,2022-09-19 15:18:00,2019-09-03,Adoption,Foster,Dog,Intact Male,3 years,Australian Cattle Dog,Tricolor/White,Sep,2022
21545,A678933,Biscuit,2014-09-20 15:24:00,2009-05-14,Adoption,Foster,Dog,Spayed Female,5 years,Australian Cattle Dog/Labrador Retriever,Tan/White,Sep,2014
114049,A700566,Lyric,2015-07-22 09:16:00,2015-04-09,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue Tabby,Jul,2015
28247,A744673,Arya,2017-10-11 16:37:00,2016-03-05,Adoption,Foster,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,Oct,2017
72972,A717571,Puddin,2015-12-15 18:51:00,2015-09-30,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Torbie,Dec,2015
106029,A770338,Sheldon,2018-10-19 18:47:00,2017-01-18,Adoption,Foster,Dog,Neutered Male,1 year,Pointer Mix,Black/White,Oct,2018
51129,A803418,Bendy,2019-09-07 11:28:00,2019-07-01,Adoption,Foster,Dog,Neutered Male,2 months,Chihuahua Shorthair,Black/White,Sep,2019
44316,A839762,A839762,2021-08-02 17:13:00,2021-02-27,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black,Aug,2021
182,A767108,Dotty,2018-05-06 19:36:00,2015-02-23,Adoption,Foster,Dog,Spayed Female,3 years,Boston Terrier Mix,White/Blue,May,2018
139567,A805939,Inara,2020-02-01 00:00:00,2019-04-03,Adoption,Foster,Cat,Spayed Female,9 months,Domestic Shorthair,Black/White,Feb,2020
152829,A881010,Piojo,2023-06-22 17:14:00,2023-04-16,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby,Jun,2023
15153,A799785,Bomboncita,2019-07-13 16:55:00,2018-07-11,Adoption,Foster,Dog,Spayed Female,1 year,Norfolk Terrier,Cream,Jul,2019
19064,A806428,Akasha,2019-10-13 15:22:00,2018-04-10,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Tortie,Oct,2019
103302,A837637,CowJr,2021-07-08 17:16:00,2021-02-10,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,White/Black,Jul,2021
154256,A882120,June,2023-07-22 12:51:00,2023-04-14,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair,Black,Jul,2023
119419,A750539,Gabriela,2017-08-25 12:44:00,2017-03-28,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby,Aug,2017
111780,A709993,Arlo,2015-08-19 12:21:00,2012-08-15,Adoption,Foster,Dog,Neutered Male,3 years,Manchester Terrier Mix,Black/Tan,Aug,2015
28397,A754894,Arya,2017-07-29 19:00:00,2017-05-11,Adoption,Foster,Dog,Spayed Female,2 months,Pointer Mix,White/Chocolate,Jul,2017
23865,A675879,Henney,2016-01-30 13:07:00,2013-11-02,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White,Jan,2016
47207,A680200,Zoey,2014-06-07 11:59:00,2013-05-30,Adoption,Foster,Dog,Spayed Female,1 year,West Highland Mix,White/Brown,Jun,2014
37261,A745255,Bonnie,2017-05-27 14:49:00,2013-03-15,Adoption,Foster,Cat,Spayed Female,4 years,Domestic Medium Hair Mix,Tortie,May,2017
124614,A873096,Wednesday,2023-02-19 12:54:00,2022-07-20,Adoption,Foster,Dog,Spayed Female,7 months,Border Collie Mix,White/Black,Feb,2023
74651,A670592,Hammy,2014-02-11 13:54:00,2013-10-10,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue Tabby,Feb,2014
89593,A750158,Jelly,2017-08-17 10:39:00,2017-04-16,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black,Aug,2017
56000,A784323,Unknown,2018-11-21 15:42:00,2018-09-14,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Black,Nov,2018
129997,A738510,Bilbo,2016-12-12 17:49:00,2016-09-16,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue Tabby/White,Dec,2016
113714,A671839,Kirby,2014-03-25 10:54:00,2013-01-31,Adoption,Foster,Dog,Neutered Male,1 year,Australian Kelpie Mix,Black,Mar,2014
82789,A709065,Graham,2015-11-25 16:51:00,2015-05-20,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Longhair Mix,Brown Tabby/White,Nov,2015
142914,A756913,Unknown,2017-09-02 13:32:00,2015-08-27,Adoption,Foster,Dog,Neutered Male,2 years,Chihuahua Shorthair/Dachshund,Black/White,Sep,2017
28907,A749208,Beauty,2017-05-12 00:00:00,2016-11-12,Adoption,Foster,Dog,Spayed Female,5 months,Welsh Springer Spaniel Mix,White/Tricolor,May,2017
143558,A731010,Unknown,2016-07-18 18:14:00,2016-04-22,Adoption,Foster,Cat,Spayed Female,2 months,Siamese Mix,Seal Point,Jul,2016
71976,A689831,Josephine,2014-11-22 16:28:00,2014-08-26,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,Nov,2014
13784,A682905,Betty,2014-09-21 18:14:00,2012-07-04,Adoption,Foster,Cat,Spayed Female,2 years,Snowshoe Mix,Chocolate Point,Sep,2014
8179,A789848,Daisy,2019-03-06 17:52:00,2018-04-28,Adoption,Foster,Dog,Spayed Female,10 months,Siberian Husky Mix,Cream/White,Mar,2019
116848,A842113,Cudi,2021-10-18 18:16:00,2021-08-09,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,Oct,2021
92995,A747429,Petunia,2017-05-02 13:59:00,2015-10-19,Adoption,Foster,Dog,Spayed Female,1 year,Beagle Mix,White/Black,May,2017
38581,A674707,Ziggy,2014-03-22 09:56:00,2014-01-17,Adoption,Foster,Dog,Intact Female,2 months,Soft Coated Wheaten Terrier Mix,Buff/Tan,Mar,2014
122664,A724816,Rey,2016-04-28 00:00:00,2015-12-07,Adoption,Foster,Dog,Spayed Female,4 months,Australian Cattle Dog Mix,Red/White,Apr,2016
143159,A820500,Unknown,2020-09-01 16:46:00,2020-04-20,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White,Sep,2020
29845,A799256,Marvin,2019-08-24 16:00:00,2019-06-13,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,Aug,2019
29204,A718741,Hunny,2016-03-15 18:33:00,2015-09-06,Adoption,Foster,Dog,Spayed Female,6 months,Pit Bull Mix,Tan/White,Mar,2016
142675,A728705,Unknown,2016-06-11 17:08:00,2016-03-23,Adoption,Foster,Dog,Spayed Female,2 months,Black Mouth Cur Mix,Yellow/White,Jun,2016
142263,A795997,Belton,2021-05-25 16:46:00,2019-02-27,Adoption,Foster,Dog,Neutered Male,2 years,Rottweiler,Black/Tan,May,2021
8574,A735135,Troy,2017-09-20 11:45:00,2011-03-23,Adoption,Foster,Dog,Neutered Male,6 years,Pit Bull Mix,Brown/White,Sep,2017
62031,A774167,Samatha,2018-07-10 14:18:00,2018-05-11,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Brown Tabby,Jul,2018
125943,A742220,Scout,2020-02-01 17:04:00,2015-01-17,Adoption,Foster,Dog,Neutered Male,5 years,Golden Retriever Mix,Buff/White,Feb,2020
97172,A685690,Chencho,2014-08-20 19:05:00,2013-08-11,Adoption,Foster,Dog,Neutered Male,1 year,Jack Russell Terrier Mix,White/Tan,Aug,2014
117730,A717867,Shiloh,2016-02-07 12:19:00,2014-06-16,Adoption,Foster,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White,Feb,2016
144645,A872578,Ogan,2023-01-17 17:26:00,2022-01-11,Adoption,Foster,Dog,Neutered Male,1 year,Chihuahua Shorthair,Black/Tan,Jan,2023
35060,A773559,Unknown,2018-07-10 08:03:00,2018-04-25,Adoption,Foster,Dog,Neutered Male,2 months,Pit Bull/Border Collie,White/Black,Jul,2018
88894,A763104,Unknown,2017-12-07 18:37:00,2017-10-03,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White,Dec,2017
89855,A678940,MJ,2014-07-10 12:50:00,2014-04-07,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,Jul,2014
30046,A679191,Daisy,2014-05-19 17:35:00,2014-03-17,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair Mix,Silver Tabby/White,May,2014
52049,A753952,Kobe,2017-08-24 14:50:00,2011-07-13,Adoption,Foster,Dog,Neutered Male,6 years,Pit Bull Mix,Tan,Aug,2017
151063,A866668,BountyHunter,2022-10-22 15:09:00,2021-10-04,Adoption,Foster,Cat,Neutered Male,1 year,Domestic Shorthair,Black/White,Oct,2022
3880,A774786,Unknown,2018-06-26 16:27:00,2018-04-20,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,Jun,2018
91159,A797548,Spook,2019-07-13 15:44:00,2006-03-14,Adoption,Foster,Cat,Spayed Female,13 years,Domestic Longhair,Black/White,Jul,2019
88031,A751588,,2017-07-24 13:47:00,2017-05-11,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,Jul,2017
35003,A855382,Ellie,2022-05-20 18:13:00,2022-03-17,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White,May,2022
38629,A836683,A836683,2021-06-22 16:35:00,2021-04-20,Adoption,Foster,Dog,Neutered Male,2 months,German Shepherd,Brown/Black,Jun,2021
142699,A750025,Unknown,2017-05-26 18:33:00,2017-03-07,Adoption,Foster,Dog,Neutered Male,2 months,Golden Retriever Mix,Gold,May,2017
93045,A808380,Sugar,2020-01-06 18:08:00,2017-11-07,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull,White/Chocolate,Jan,2020
41959,A803954,Ziggy,2019-09-13 11:40:00,2019-06-28,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever/Pit Bull,Tan,Sep,2019
44564,A742919,Unknown,2017-03-17 17:39:00,2016-12-01,Adoption,Foster,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black/Black,Mar,2017
117745,A760905,Unknown,2017-10-30 18:39:00,2017-02-26,Adoption,Foster,Dog,Spayed Female,8 months,German Shepherd Mix,Tricolor,Oct,2017
101733,A700762,Dom,2015-06-04 10:56:00,2015-03-19,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby,Jun,2015
119370,A829483,Beau,2021-03-03 11:57:00,2020-02-11,Adoption,Foster,Dog,Neutered Male,1 year,Labrador Retriever/German Shepherd,Tan/White,Mar,2021
151897,A847917,Jake,2021-12-15 16:15:00,2021-09-10,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby,Dec,2021
92842,A741076,Unknown,2017-01-26 18:24:00,2016-06-27,Adoption,Foster,Cat,Neutered Male,7 months,Domestic Medium Hair Mix,Orange Tabby,Jan,2017
66679,A860382,Daisy,2022-06-30 18:50:00,2022-04-14,Adoption,Foster,Dog,Spayed Female,2 months,German Shepherd Mix,Tan,Jun,2022
118421,A724206,Celine,2016-06-28 12:22:00,2016-04-12,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,Jun,2016
39365,A801116,Maus,2019-11-24 16:14:00,2019-06-26,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair,Blue,Nov,2019
45152,A725514,Joon,2016-09-30 12:49:00,2016-04-06,Adoption,Foster,Cat,Spayed Female,5 months,Ragdoll Mix,Seal Point,Sep,2016
89381,A742393,Oliver,2017-01-23 18:56:00,2016-11-08,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White,Jan,2017
76232,A791811,Indie,2019-04-13 18:50:00,2018-07-04,Adoption,Foster,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Orange Tabby/White,Apr,2019
115678,A734124,Deebs,2016-12-18 17:14:00,2016-03-01,Adoption,Foster,Dog,Neutered Male,9 months,Cairn Terrier Mix,Tan,Dec,2016
102410,A753029,Austin,2017-07-04 12:16:00,2016-06-30,Adoption,Foster,Dog,Neutered Male,1 year,Jack Russell Terrier Mix,Brown,Jul,2017
128320,A777953,Peaches,2018-08-21 17:36:00,2018-06-10,Adoption,Foster,Dog,Spayed Female,2 months,Pointer/Chihuahua Longhair,Sable,Aug,2018
95129,A578861,Ruby,2019-08-29 17:23:00,2009-09-15,Adoption,Foster,Dog,Spayed Female,9 years,Boxer Mix,White/Brown,Aug,2019
141115,A810016,Unknown,2019-12-09 17:20:00,2019-09-09,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White,Dec,2019
45324,A717711,Unknown,2015-12-19 15:58:00,2015-05-29,Adoption,Foster,Dog,Spayed Female,6 months,Pit Bull Mix,Fawn/White,Dec,2015
110319,A836204,Ron,2021-07-13 09:28:00,2021-04-15,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,Jul,2021
51484,A701196,Pearl,2015-06-07 13:18:00,2015-04-03,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,Jun,2015
63147,A789236,Unknown,2019-02-23 18:04:00,2018-10-18,Adoption,Foster,Dog,Neutered Male,4 months,German Shepherd Mix,Fawn,Feb,2019
132463,A875320,BabyBear,2023-05-25 13:36:00,2021-02-25,Adoption,Foster,Cat,Neutered Male,2 years,Domestic Shorthair,Blue Tabby,May,2023
62500,A748202,Zeppo,2017-07-08 13:51:00,2017-04-02,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White,Jul,2017
134278,A842234,Max,2021-09-22 18:03:00,2019-09-12,Adoption,Foster,Dog,Neutered Male,2 years,Anatol Shepherd,White,Sep,2021
8074,A766684,MrPalmer,2018-03-17 15:20:00,2015-02-14,Adoption,Foster,Cat,Neutered Male,3 years,Domestic Shorthair Mix,White/Black,Mar,2018
58081,A851345,Momo,2022-03-05 11:30:00,2021-12-26,Adoption,Foster,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Brown Tabby/White,Mar,2022
123414,A670653,Unknown,2014-09-03 18:59:00,2013-10-11,Adoption,Foster,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Brown Tabby/White,Sep,2014
117493,A695407,Unknown,2015-01-17 20:30:00,2014-11-08,Adoption,Offsite,Dog,Spayed Female,2 months,Rottweiler/German Shepherd,Sable,Jan,2015
7088,A835130,A835130,2021-07-27 12:07:00,2021-04-23,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair,Black/Black,Jul,2021
132086,A690638,Autumn,2016-02-05 09:07:00,2011-10-23,Adoption,Foster,Dog,Spayed Female,4 years,Pointer/Harrier,Chocolate/White,Feb,2016
70688,A812853,Unknown,2020-02-02 16:48:00,2017-01-29,Adoption,Foster,Dog,Neutered Male,3 years,Chihuahua Shorthair,White/Tan,Feb,2020
129764,A811242,Hattie,2021-06-03 15:24:00,2016-12-30,Adoption,Foster,Dog,Spayed Female,4 years,Pit Bull,Blue,Jun,2021
89102,A847003,Maude,2021-11-30 16:46:00,2019-08-23,Adoption,Foster,Dog,Spayed Female,2 years,Australian Cattle Dog,Blue Tick,Nov,2021
2523,A841775,A841775,2021-09-08 18:28:00,2021-05-02,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Black Smoke/White,Sep,2021
63922,A724918,GingerSnap,2016-05-23 18:54:00,2014-04-22,Adoption,Foster,Dog,Spayed Female,2 years,Chihuahua Shorthair,Tan,May,2016
77164,A721237,Bedelia,2016-04-30 19:09:00,2016-02-16,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue,Apr,2016
63849,A701371,Sadie,2015-06-14 18:57:00,2015-04-07,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,Jun,2015
